Slug,Date,Open,High,Low,Close,Volume,Market Cap
bitcoin,Jun 14/ 2017,2716.88,2786.83,2412.94,2506.37,1696560000,44528300000
bitcoin,Jun 13/ 2017,2680.91,2789.04,2650.38,2717.02,1781200000,43934100000
bitcoin,Jun 12/ 2017,2953.22,2997.26,2518.56,2659.63,2569530000,48391200000
bitcoin,Jun 11/ 2017,2942.41,2996.6,2840.53,2958.11,1752400000,48208700000
bitcoin,Jun 10/ 2017,2828.14,2950.99,2746.55,2947.71,2018890000,46331400000
bitcoin,Jun 09/ 2017,2807.44,2901.71,2795.62,2823.81,1348950000,45987100000
bitcoin,Jun 08/ 2017,2720.49,2815.3,2670.95,2805.62,1281170000,44557100000
bitcoin,Jun 07/ 2017,2869.38,2869.38,2700.56,2732.16,1517710000,46989800000
bitcoin,Jun 06/ 2017,2690.84,2999.91,2690.84,2863.2,2089610000,44061000000
bitcoin,Jun 05/ 2017,2512.4,2686.81,2510.22,2686.81,1369310000,41133900000
bitcoin,Jun 04/ 2017,2547.79,2585.89,2452.54,2511.81,1355120000,41708200000
bitcoin,Jun 03/ 2017,2493.72,2581.91,2423.57,2515.35,1514950000,40817100000
bitcoin,Jun 02/ 2017,2404.03,2488.55,2373.32,2488.55,1317030000,39344600000
bitcoin,Jun 01/ 2017,2288.33,2448.39,2288.33,2407.88,1653180000,37446200000
bitcoin,May 31/ 2017,2187.19,2311.08,2145.57,2286.41,1544830000,35786700000
bitcoin,May 30/ 2017,2255.36,2301.96,2124.57,2175.47,1443970000,36897000000
bitcoin,May 29/ 2017,2159.43,2307.05,2107.17,2255.61,994625000,35323500000
bitcoin,May 28/ 2017,2054.08,2267.34,2054.08,2155.8,1147140000,33595900000
bitcoin,May 27/ 2017,2196.27,2260.2,1855.83,2038.87,1700480000,35917100000
bitcoin,May 26/ 2017,2320.89,2573.79,2071.99,2202.42,1763480000,37950600000
bitcoin,May 25/ 2017,2446.24,2763.71,2285.3,2304.98,2406700000,39995400000
bitcoin,May 24/ 2017,2321.37,2523.72,2321.37,2443.64,1725380000,37949200000
bitcoin,May 23/ 2017,2191.56,2320.82,2178.5,2320.42,1378750000,35822600000
bitcoin,May 22/ 2017,2043.19,2303.9,2017.87,2173.4,1942220000,33393600000
bitcoin,May 21/ 2017,2067.03,2119.08,2037.5,2041.2,1147860000,33779400000
bitcoin,May 20/ 2017,1984.24,2084.73,1974.92,2084.73,961336000,32422400000
bitcoin,May 19/ 2017,1897.37,2004.52,1890.25,1987.71,1157290000,30999000000
bitcoin,May 18/ 2017,1818.7,1904.48,1807.12,1888.65,894321000,29710500000
bitcoin,May 17/ 2017,1726.73,1864.05,1661.91,1839.09,1064730000,28204800000
bitcoin,May 16/ 2017,1741.7,1785.94,1686.54,1734.45,959045000,28446300000
bitcoin,May 15/ 2017,1808.44,1812.8,1708.54,1738.43,731529000,29532600000
bitcoin,May 14/ 2017,1800.86,1831.42,1776.62,1808.91,437196000,29405100000
bitcoin,May 13/ 2017,1723.12,1812.99,1651.08,1804.91,579635000,28132300000
bitcoin,May 12/ 2017,1845.76,1856.15,1694.01,1724.24,740984000,30131100000
bitcoin,May 11/ 2017,1780.37,1873.93,1755.35,1848.57,799490000,29060600000
bitcoin,May 10/ 2017,1756.52,1788.44,1719.1,1787.13,915723000,28668100000
